feature,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"20.16.  ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В ИНОСТРАННОЙ ВАЛЮТЕ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ФИЗИЧЕСКИМ ЛИЦАМ 20.16.3. По ипотечным жилищным кредитам2)  (исходя из местонахождения заемщиков; на начало года;  миллионов рублей)",,,,,,13,122.0,418.0,770.0,1077.0,826.0,709.0,1138.0,925.0,918.0,369.0,323.0,181.0,83.0,81.0
20.17.  ОТДЕЛЬНЫЕ ПОКАЗАТЕЛИ ДЕЯТЕЛЬНОСТИ СТРАХОВЩИКОВ  20.17.1. Страховые премии (взносы) (миллионов рублей),1295.1,3149.5,5454.4,4705.7,7401.5,11576.4,11580.5,16054.9,20463.5,21274.7,19050.5,21916.5,8153.8,9199.9,11561.2,12056.9,12816.8,11162.5,14778.1,
20.17. ОТДЕЛЬНЫЕ ПОКАЗАТЕЛИ ДЕЯТЕЛЬНОСТИ СТРАХОВЩИКОВ 20.17.2.  Выплаты по договорам страхования (миллионов рублей),754.5,1181.478,1993.079,6305.829,4722.182,8930.8,9427.285,14046.849,15395.782,17919.11,16468.1,19680.879,5850.3,5522.8,5833.8,6546.4,7527.8,7303.7,6064.8,
"20.18. ОТДЕЛЬНЫЕ ПОКАЗАТЕЛИ ДЕЯТЕЛЬНОСТИ СТРАХОВЩИКОВ, ИСХОДЯ ИЗ МЕСТА ЗАКЛЮЧЕНИЯ ДОГОВОРА 20.18.1.  Страховые премии (взносы) (миллионов рублей)",,,,,,16010.1,16138.8,21689.9,27706.8,26492.1,26285.5,31814.5,19322.7,20435.5,22087.7,23444.5,24662.1,24808.5,26505.4,
"20.18. ОТДЕЛЬНЫЕ ПОКАЗАТЕЛИ ДЕЯТЕЛЬНОСТИ СТРАХОВЩИКОВ , ИСХОДЯ ИЗ МЕСТА ЗАКЛЮЧЕНИЯ ДОГОВОРА  20.18.2.  Выплаты по договорам страхования (миллионов рублей)",,,,,,10119.4,10441.9,15738.1,18026.8,20383.9,19963.2,23496.5,10212,11184.6,11849.8,12786.7,13436.7,13664.3,10615.9,
7.1. ЧИСЛО ЗАРЕГИСТРИРОВАННЫХ УБИЙСТВ И ПОКУШЕНИЙ НА УБИЙСТВО,645.0,653.0,589.0,605.0,548.0,502.0,426.0,345.0,327.0,293.0,274.0,280.0,295.0,282.0,292.0,269.0,284.0,276.0,245.0,
"7.2. ЧИСЛО ПРЕСТУПЛЕНИЙ, СОВЕРШЕННЫХ НЕСОВЕРШЕННОЛЕТНИМИ И ПРИ ИХ СОУЧАСТИИ",4056.0,4205.0,3504.0,3328.0,3484.0,3538.0,3675.0,3132.0,2388.0,2100.0,1655.0,1594.0,1376.0,1314.0,1127.0,1303.0,1125.0,861.0,788.0,
СТРОИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ 15.1. ЧИСЛО ДЕЙСТВУЮЩИХ СТРОИТЕЛЬНЫХ ОРГАНИЗАЦИЙ  (на конец года),3750,3812,4029,3708,3778,3498,3703,3951.0,4490.0,6191.0,5826.0,6002.0,6536.0,6533.0,6499.0,9688.0,10578.0,10832.0,10805.0,
"СТРОИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ 15.2. ОБЪЕМ РАБОТ, ВЫПОЛНЕННЫХ ПО ВИДУ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ «СТРОИТЕЛЬСТВО» (в фактически действовавших ценах; миллионов рублей)",15260.3,20692.9,23279.5,31042.1,44669.3,71499.8,86606.7,124041.5,156977.7,165221.5,178667.8,220777.6,287251.0,297459.9,309629.2,334183.1,336856.583,344427.09745200275,349095.956,
СТРОИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ  15.3. ВВОД В ДЕЙСТВИЕ ЗДАНИЙ ЖИЛОГО И НЕЖИЛОГО НАЗНАЧЕНИЯ 15.3.1. Число зданий,5838,5353,5617,5023,4499,5534.0,7166.0,7554.0,8437.0,7144.0,8218.0,8595.0,9745.0,11839.0,10499.0,10645.0,9852.0,9717.0,9769.0,
15.3. ВВОД В ДЕЙСТВИЕ ЗДАНИЙ ЖИЛОГО И НЕЖИЛОГО НАЗНАЧЕНИЯ 15.3.2. Общий строительный объем  зданий,8134.3,9188.5,9355.9,9173.4,10461.2,10748.7,10816.1,14690.8,15121.7,17523.1,17079.9,16988.7,18803.2,19722.8,20389.5,23023.8,18186.5,18996.0,19809.3,
15.3.  ВВОД В ДЕЙСТВИЕ ЗДАНИЙ ЖИЛОГО И НЕЖИЛОГО НАЗНАЧЕНИЯ 15.3.3. Общая площадь зданий,2119.2,2250.5,2207.7,2452.9,2387.3,2521.9,2701.0,3450.4,3404.6,3480.2,3894.6,4025.3,4184.5,4558.8,4464.6,4638.3,4170.6,4730.5,4984.7,
15.4. ВВОД В ДЕЙСТВИЕ ЖИЛЫХ ДОМОВ 15.4.1.  Всего,1502.6,1547.7,1543.4,1561.7,1768.4,1642.0,1778.3,2040.7,2222.5,2010.2,2027.0,2396.1,2400.0,2400.0,2405.0,2406.0,2407.0,2408.1,2409.9,
15.4. ВВОД В ДЕЙСТВИЕ ЖИЛЫХ ДОМОВ 15.4.2.  На 1000 человек населения,396.64229337697645,408.96839657541483,408.3284829885179,413.65306752739986,468.99249887817336,436.0,472.65634032744936,542.0269422477159,589.4987788290763,531.940792676989,535.0,631.0,629.0,627.0,625.0,623.0,621.0,619.0,618.4851054394045,
ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО  15.5. ВВОД В ДЕЙСТВИЕ КВАРТИР 15.5.1. Всего,19411,19046,18692,17682,21466,16674.0,17980.0,22656.0,26626.0,24004.0,25444.0,30479.0,29538.0,26806.0,28874.0,30851.0,33357.0,32694.0,32658.0,
ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО  15.5. ВВОД В ДЕЙСТВИЕ КВАРТИР 15.5.2. На 1000 человек населения,5.123934218514901,5.032766092379241,4.945235197629504,4.683494614855276,5.69293880395774,4.4,4.778924252987426,6.01762258223367,7.062314728955225,6.351958405839441,6.7,8.03064391910389,7.7,7.0,7.5,8.0,8.6,8.4,8.381462539292116,
"ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО 15.6. ВВОД В ДЕЙСТВИЕ ЖИЛЫХ ДОМОВ, ПОСТРОЕННЫХ ЖИЛИЩНО-СТРОИТЕЛЬНЫМИ КООПЕРАТИВАМИ (тысяч квадратных метров общей площади жилых помещений)",2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО 15.7. ВВОД В ДЕЙСТВИЕ ЖИЛЫХ ДОМОВ, ПОСТРОЕННЫХ НАСЕЛЕНИЕМ ЗА СЧЕТ СОБСТВЕННЫХ И ПРИВЛЕЧЕННЫХ СРЕДСТВ (тысяч м2 общей площади жилых помещений)",592.2,562.5,582.5,641.6,560.5,755,1045,1013,987,775.2,871,976,1103,1399,1140,1184,1038,1080.0,1108.8,
"ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО 15.8. УДЕЛЬНЫЙ ВЕС ЖИЛЫХ ДОМОВ, ПОСТРОЕННЫХ НАСЕЛЕНИЕМ ЗА СЧЕТ СОБСТВЕННЫХ И ПРИВЛЕЧЕННЫХ СРЕДСТВ, В ОБЩЕМ ВВОДЕ ЖИЛЬЯ (в процентах)",39.41168641022229,36.34425276216321,37.74135026564727,41.08343471857591,31.695317801402396,46,58.76398807850194,49.65943058754349,44.40044994375703,38.56332703213611,42.9,40.7,46,58.3,47.4,49.2,43.1,44.8,46,
15.9. ВВОД В ДЕЙСТВИЕ МОЩНОСТЕЙ ОБЩЕОБРАЗОВАТЕЛЬНЫХ  ОРГАНИЗАЦИЙ 15.9.1. Ввод в действие мощностей общеобразовательных организаций,11416,9946,5058,8232,3918,3944,5194,1704,3228,1883,1871,1360,1639,3104,2529,2570,2023,5581,5885,
15.9.2. ВВОД В ДЕЙСТВИЕ МОЩНОСТЕЙ ОБЩЕОБРАЗОВАТЕЛЬНЫХ И ДОШКОЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ 15.9.2. Ввод в действие мощностей дошкольных образовательных организаций,815,295,1533,621,749,64,566,570,1210,249,1150,5860,591,1945,10225,9802,3174,570,1767,
15.10. ВВОД В ДЕЙСТВИЕ МОЩНОСТЕЙ БОЛЬНИЧНЫХ ОРГАНИЗАЦИЙ 15.10.1. Всего,546,311,245,95,530,230,401,596,504,-,373,465,609,493,100,35,196,-,-,
15.10. ВВОД В ДЕЙСТВИЕ МОЩНОСТЕЙ БОЛЬНИЧНЫХ ОРГАНИЗАЦИЙ  15.10.2. На 100 000 человек населения,14,8.2,6.5,2.5,14,6.1,11,16,13,-,9.9,12,16,13,2.6,0.9,5.1,-,-,
15.11. ВВОД В ДЕЙСТВИЕ МОЩНОСТЕЙ АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ ОРГАНИЗАЦИЙ 15.11.1. Всего,965,722,1500,674,696,640,220,1565,1515,1470,790,418,1067,1575,853,2227,1316,1313,706,
15.11. ВВОД В ДЕЙСТВИЕ МОЩНОСТЕЙ АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ ОРГАНИЗАЦИЙ  15.11.2. На 100 000 человек населения,25,19,40,18,18,17,5.8,42,40,39,21,11,28,41,22,58,34,34,18,
1.1. ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ (оценка на конец года; тысяч человек),3786.8,3781.9,3777.7,3773.1,3768.2,3761.6,3763.1,3766.8,3773.5,3784.5,3787.5,3803.2,3822.0,3838.2,3855.0,3868.7,3885.2,3894.3,3898.7,
1.2. СРЕДНЕГОДОВАЯ ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ (оценка; тысяч человек),3788.3,3784.4,3779.8,3775.4,3770.6,3764.9,3762.4,3765.0,3770.2,3779.0,3786.0,3795.3,3812.6,3830.1,3846.6,3861.9,3877.0,3889.8,3896.4,
1.3. УДЕЛЬНЫЙ ВЕС ГОРОДСКОГО НАСЕЛЕНИЯ В ОБЩЕЙ ЧИСЛЕННОСТИ НАСЕЛЕНИЯ (оценка на конец года; в процентах),73.6,73.8,73.9,74.0,74.5,74.5,74.7,74.8,75.0,75.2,75.4,75.7,75.9,76.1,76.3,76.4,76.6,76.8,76.9,
1.4. УДЕЛЬНЫЙ ВЕС СЕЛЬСКОГО НАСЕЛЕНИЯ В ОБЩЕЙ ЧИСЛЕННОСТИ НАСЕЛЕНИЯ (оценка на конец года; в процентах),26.400000000000006,26.200000000000003,26.099999999999994,26,25.5,25.5,25.299999999999997,25.200000000000003,25,24.799999999999997,24.6,24.299999999999997,24.1,23.9,23.7,23.6,23.4,23.2,23.1,
1.5. СООТНОШЕНИЕ МУЖЧИН И ЖЕНЩИН  (оценка на конец года; на 1000 мужчин приходится женщин),1153.0,1157.0,1161.0,1162.0,1164.0,1166.0,1167.0,1168.0,1167.0,1166.0,1166.0,1164.0,1163.0,1162.0,1162.0,1162.0,1160.0,1159.0,1158.0,
ВОЗРАСТНОЙ СОСТАВ НАСЕЛЕНИЯ  1.6.1. Население моложе трудоспособного возраста (оценка на конец года; в процентах от общей численности населения),21.3,20.6,19.8,19.0,18.3,17.7,17.2,16.8,16.6,16.7,16.7,17.0,17.3,17.8,18.2,18.6,19.0,19.3,19.5,
ВОЗРАСТНОЙ СОСТАВ НАСЕЛЕНИЯ  1.6.2.  Население в трудоспособном возрасте (оценка на конец года; в процентах от общей численности населения),58.9,59.5,60.4,61.3,61.9,62.5,62.8,62.8,62.8,62.3,61.9,61.2,60.4,59.5,58.6,57.6,56.7,55.9,55.2,
ВОЗРАСТНОЙ СОСТАВ НАСЕЛЕНИЯ  1.6.3.  Население старше трудоспособного возраста (оценка на конец года; в процентах от общей численности населения),19.800000000000004,19.900000000000006,19.800000000000004,19.700000000000003,19.800000000000004,19.799999999999997,20.0,20.400000000000006,20.60000000000001,21.0,21.4,21.8,22.3,22.7,23.2,23.8,24.3,24.8,25.3,
КОЭФФИЦИЕНТЫ ДЕМОГРАФИЧЕСКОЙ НАГРУЗКИ 1.7.1.   Всего (оценка на конец года; на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов),699.0,681.0,657.0,632.0,615.0,600.0,592.0,592.0,593.0,606.0,618.0,635.0,657.0,681.0,707.0,737.0,764.0,790.0,813.0,
КОЭФФИЦИЕНТЫ ДЕМОГРАФИЧЕСКОЙ НАГРУЗКИ 1.7.2.  Моложе трудоспособного возраста (оценка на конец года; на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов),362.0,346.0,328.0,310.0,296.0,283.0,273.0,268.0,265.0,268.0,271.0,277.0,287.0,299.0,310.0,324.0,336.0,346.0,354.0,
КОЭФФИЦИЕНТЫ ДЕМОГРАФИЧЕСКОЙ НАГРУЗКИ  1.7.3. Старше трудоспособного возраста (оценка на конец года; на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов),337.0,335.0,329.0,322.0,319.0,317.0,319.0,324.0,328.0,338.0,347.0,358.0,370.0,382.0,397.0,413.0,428.0,444.0,459.0,
1.8. ИЗМЕНЕНИЕ ЧИСЛЕННОСТИ НАСЕЛЕНИЯ (прирост за год; в процентах),-0.1,-0.1,-0.1,-0.1,-0.1,-0.2,0.04,0.1,0.2,0.3,0.1,0.4,0.5,0.4,0.4,0.4,0.4,0.2,0.1,
1.9.  ОБЩИЕ КОЭФФИЦИЕНТЫ РОЖДАЕМОСТИ (число родившихся на 1000 человек населения),9.4,9.5,10.1,10.2,10.3,9.8,9.9,10.9,11.7,12.3,12.9,13.4,14.5,14.7,14.7,14.7,14.3,12.4,11.9,
1.10. ОБЩИЕ КОЭФФИЦИЕНТЫ СМЕРТНОСТИ (число умерших на 1000 человек населения),13.1,13.2,13.7,13.8,13.6,13.8,13.1,13.0,13.0,12.7,13.1,12.4,12.2,12.1,12.2,12.0,11.6,11.3,11.4,
1.11. СМЕРТНОСТЬ НАСЕЛЕНИЯ В ТРУДОСПОСОБНОМ ВОЗРАСТЕ (число умерших на 100 000 человек соответствующего возраста),614.4,639.4,628.5,640.9,658.9,674.6,607.4,588.3,565.7,525.7,550.5,529.8,505.8,499.4,509.4,477.1,440.5,417.2,409.2,
1.12. СМЕРТНОСТЬ НАСЕЛЕНИЯ (БЕЗ ПОКАЗАТЕЛЯ СМЕРТНОСТИ ОТ ВНЕШНИХ ПРИЧИН) (число умерших на 100 000 человек населения),,,,,,,,,,,,1111.3,1097.4,1089.0,1109.8,1104.6,1067.6,1049.4,1066.6,
"1.13. КОЭФФИЦИЕНТЫ МЛАДЕНЧЕСКОЙ СМЕРТНОСТИ (число детей, умерших в возрасте до 1 года, на 1000 родившихся живыми)",14.826,12.596,11.861,10.827,11.234,8.0,8.241,7.825,6.002,5.923,5.6,5.0,6.4,7.0,6.5,6.1,5.4,5.1,4.5,
1.14. КОЭФФИЦИЕНТЫ ЕСТЕСТВЕННОГО ПРИРОСТА НАСЕЛЕНИЯ на 1000 человек населения,-3.7,-3.7,-3.6,-3.6,-3.3,-4.0,-3.2,-2.1,-1.3,-0.399999999999999,-0.2,1.0,2.3,2.6,2.5,2.7,2.7,1.1,0.5,
1.15. СУММАРНЫЙ КОЭФФИЦИЕНТ РОЖДАЕМОСТИ (число детей на 1 женщину),1.292,1.298,1.366,1.359,1.352,1.279,1.272,1.382,1.479,1.538,1.601,1.652,1.796,1.832,1.844,1.863,1.855,1.652,1.621,
ОЖИДАЕМАЯ ПРОДОЛЖИТЕЛЬНОСТЬ ЖИЗНИ ПРИ РОЖДЕНИИ 1.16.1. Все население (число лет),67.58,67.53,67.51,67.6,67.64,67.93,69.03,69.42,70.04,70.81,70.42,71.3,71.8,72.12,72.17,72.81,73.64,74.2,74.35,
ОЖИДАЕМАЯ ПРОДОЛЖИТЕЛЬНОСТЬ ЖИЗНИ ПРИ РОЖДЕНИИ 1.16.2. Мужчины (число лет),61.05,60.89,60.95,61.05,60.82,61.31,62.66,63.15,63.98,64.99,64.41,65.38,65.95,66.35,66.39,67.05,68.15,68.86,68.93,
ОЖИДАЕМАЯ ПРОДОЛЖИТЕЛЬНОСТЬ ЖИЗНИ ПРИ РОЖДЕНИИ 1.16.3. Женщины (число лет),74.45,74.57,74.47,74.57,74.92,75.01,75.6,75.83,76.15,76.57,76.47,77.18,77.53,77.73,77.83,78.38,78.83,79.17,79.44,
1.17. ОБЩИЕ КОЭФФИЦИЕНТЫ БРАЧНОСТИ на 1000 человек населения,5.7,6.4,6.7,7.0,6.5,7.2,7.4,8.7,7.8,7.8,8.3,9.5,8.7,8.8,8.5,7.9,6.6,6.9,6.4,
1.18. ОБЩИЕ КОЭФФИЦИЕНТЫ РАЗВОДИМОСТИ на 1000 человек населения,3.4,4.2,5.6,4.7,3.4,3.8,4.1,4.1,4.2,3.9,3.7,3.9,3.3,3.6,3.9,3.5,3.5,3.5,3.5,
1.19. СООТНОШЕНИЕ БРАКОВ И РАЗВОДОВ (на 1000 браков приходится разводов),597,660,836,675.0,527.0,529.0,545.0,470.0,531.0,499.0,444.0,409.0,385.0,405.0,464.0,440.0,522.0,504.0,541.0,
1.20. КОЭФФИЦИЕНТЫ МИГРАЦИОННОГО ПРИРОСТА на 10 000 человек населения,30.0,24.0,25.0,24.0,20.0,22.0,36.0,31.0,30.0,32.0,10.0,32.0,26.0,15.0,19,9.0,15.0,12.0,7.0,
РАСПРЕДЕЛЕНИЕ ЧИСЛА ПРИБЫВШИХ ПО НАПРАВЛЕНИЯМ ПЕРЕДВИЖЕНИЯ 1.21.1. В пределах региона (в процентах от общего числа прибывших),59.3,61.6,61.4,62.7,65.8,65.2,61.1,61.5,60,57.3,68.5,62.8,63.8,64.2,62.5,61.3,59.9,58.3,60.5,
РАСПРЕДЕЛЕНИЕ ЧИСЛА ПРИБЫВШИХ ПО НАПРАВЛЕНИЯМ ПЕРЕДВИЖЕНИЯ 1.21.2. Из других регионов (в процентах от общего числа прибывших),30,32.2,31.3,30.2,30.2,28.8,27.6,25.5,25.9,25.0,27.6,26.6,27.4,29.5,30,30.6,32.7,32.4,32.8,
РАСПРЕДЕЛЕНИЕ ЧИСЛА ПРИБЫВШИХ ПО НАПРАВЛЕНИЯМ ПЕРЕДВИЖЕНИЯ 1.21.3. Из-за пределов России (в процентах от общего числа прибывших),10.8,6.2,7.3,7.1,4.0,6.0,11.3,13.0,14.1,17.6,3.9,10.6,8.8,6.3,7.5,8.1,7.4,9.3,6.7,
РАСПРЕДЕЛЕНИЕ ЧИСЛА ВЫБЫВШИХ ПО НАПРАВЛЕНИЯМ ПЕРЕДВИЖЕНИЯ 1.22.1. В пределах региона (в процентах от общего числа выбывших),67.7,68.1,69.1,70.9,72.2,73,72.3,73.6,72.9,72.4,74.6,72.8,70.7,68.3,67,63.7,63.7,61.4,62.3,
РАСПРЕДЕЛЕНИЕ ЧИСЛА ВЫБЫВШИХ ПО НАПРАВЛЕНИЯМ ПЕРЕДВИЖЕНИЯ 1.22.2. В другие регионы России (в процентах от общего числа выбывших),29.4,29.5,28.7,27,26.2,25.5,26.3,25.2,26.0,26.4,24.2,26.2,27.2,28.5,27.4,30.0,31.0,32.9,32.2,
РАСПРЕДЕЛЕНИЕ ЧИСЛА ВЫБЫВШИХ ПО НАПРАВЛЕНИЯМ ПЕРЕДВИЖЕНИЯ 1.22.3. За пределы России (в процентах от общего числа выбывших),2.9,2.3,2.2,2.1,1.6,1.5,1.3,1.3,1.1,1.2,1.2,1.0,2.1,3.2,5.6,6.3,5.3,5.7,5.5,
1.23. ЧИСЛЕННОСТЬ ВЫНУЖДЕННЫХ ПЕРЕСЕЛЕНЦЕВ  (на конец года; человек),9488,8107,4623,3490,2353,1647,1117,897,792,722,659,606,538,438,419,405,344,202,118,
1.24. ЧИСЛЕННОСТЬ БЕЖЕНЦЕВ (на конец года; человек),0,0,0,0,0,-,1,1,1,1,8,7,7,7,8,9,8,7,7,
"1.25. ЧИСЛЕННОСТЬ ЛИЦ, ПОЛУЧИВШИХ ВРЕМЕННОЕ УБЕЖИЩЕ  (на конец года; человек)", -, -,65.0,82.0,69,55,48,48, -,18,32,42,46,75,4423,5054,3842,2464,1736,
"4.1. ОРГАНИЗАЦИИ, ОСУЩЕСТВЛЯЮЩИЕ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ ДОШКОЛЬНОГО ОБРАЗОВАНИЯ, ПРИСМОТР И УХОД ЗА ДЕТЬМИ  И ЧИСЛЕННОСТЬ ВОСПИТАННИКОВ В НИХ 4.1.1. Число организаций (на конец года)",2040,2032,2019,1997,1982,1978,1964.0,1918.0,1896.0,1871.0,1858.0,1891.0,1916.0,1958.0,1987.0,2016.0,1997.0,1971.0,1966.0,
"4.1. ОРГАНИЗАЦИИ, ОСУЩЕСТВЛЯЮЩИЕ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ ДОШКОЛЬНОГО ОБРАЗОВАНИЯ, ПРИСМОТР И УХОД ЗА ДЕТЬМИ  И ЧИСЛЕННОСТЬ ВОСПИТАННИКОВ В НИХ 4.1.2. Численность воспитанников (на конец года; тысяч человек)",147.2,145.9,147.8,148.6,149.9,151.2,155.2,159.3,160.3,162.4,169.6,180.1,188.0,194.0,203.3,211.8,217.4,220.3,223.8,
4.2. ВАЛОВОЙ КОЭФФИЦИЕНТ ОХВАТА ДОШКОЛЬНЫМ ОБРАЗОВАНИЕМ (на конец года;  в процентах от численности детей в возрасте 1-6 лет),65.2,66.6,68.6,69.04727610640028,69.16613604274522,69.1,70.24874180817552,71.61363401401518,70.35803460547737,69.28727747417996,70.0,71.5,70.8,68.5,68.1,68.3,67.9,67.0,68.2,
"4.3. ОБЕСПЕЧЕННОСТЬ ДЕТЕЙ ДОШКОЛЬНОГО ВОЗРАСТА МЕСТАМИ В ОРГАНИЗАЦИЯХ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ ДОШКОЛЬНОГО ОБРАЗОВАНИЯ, ПРИСМОТР И УХОД ЗА ДЕТЬМИ (на конец года; приходится мест на 1000 детей)",672,679,687,685.4408177488674,684.7032658748835,675.5012918124243,668.6112820884174,664.1569988268238,660.233540895986,647.6573198356732,639.0,660.0,633.0,595.0,602.0,616.0,607.0,596.0,599.0,
"4.4. ЧИСЛО ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ НАЧАЛЬНОГО, ОСНОВНОГО И СРЕДНЕГО ОБЩЕГО ОБРАЗОВАНИЯ;2)  (на начало учебного года)",2519,2529,2524,2471,2448,2422,2364,2160,2204,2149,2024,1780,1584,1508,1484,1426,1422,1429,1409,
"4.5. ЧИСЛЕННОСТЬ УЧИТЕЛЕЙ ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ НАЧАЛЬНОГО, ОСНОВНОГО И СРЕДНЕГО ОБЩЕГО ОБРАЗОВАНИЯ; 2) (на 20 сентября; тысяч человек)",,,,52.773,51.294,50.135,47.248,44.737,43.093,36.1,34.9,32.5,32.4,33.2,33.0,32.6,32.7,32.7,32.053,
"4.6. ЧИСЛЕННОСТЬ ОБУЧАЮЩИХСЯ В ОРГАНИЗАЦИЯХ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ НАЧАЛЬНОГО, ОСНОВНОГО И СРЕДНЕГО ОБЩЕГО ОБРАЗОВАНИЯ (на начало учебного года; тысяч человек)",578.5,559.3,534.7,505.2,472.9,441.8,416.4,401.1,392.7,386.9,378.7,375.4,372.6,370.2,372.7,377.4,390.3,404.4,418.272,
"4.7. УДЕЛЬНЫЙ ВЕС ОБУЧАЮЩИХСЯ ВО ВТОРУЮ И ТРЕТЬЮ СМЕНЫ В ОРГАНИЗАЦИЯХ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ НАЧАЛЬНОГО, ОСНОВНОГО И СРЕДНЕГО ОБЩЕГО ОБРАЗОВАНИЯ (на начало учебного года; в процентах от общей численности обучающихся)",20.1,18.7,17.6,14.8,13.2,11.4,10.3,9.3,8.7,8.1,8.2,8.8,9,8.7,8.5,8.4,8.9,9.7,9.403902804543886,
"4.8. ВЫПУСК ОБУЧАЮЩИХСЯ ОРГАНИЗАЦИЯМИ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ НАЧАЛЬНОГО, ОСНОВНОГО И СРЕДНЕГО ОБЩЕГО ОБРАЗОВАНИЯ  4.8.1. Выпуск обучающихся с аттестатом об основном общем образовании  (тысяч человек)",62.3,65.882,68.7,66.8,63.1,56.7,44.369,36.0,36.4,37.8,40.3,38.4,36.9,36.3,35.6,33.9,34.5,34.5,37.08,
"4.8. ВЫПУСК ОБУЧАЮЩИХСЯ ОРГАНИЗАЦИЯМИ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ НАЧАЛЬНОГО, ОСНОВНОГО И СРЕДНЕГО ОБЩЕГО ОБРАЗОВАНИЯ  4.8.2. Выпуск обучающихся с аттестатом о среднем общем образовании  (тысяч человек)",40.1,42.194,43.4,47.1,49.3,47.6,44.091,38.9,30.1,24.3,23.0,21.0,20.3,19.5,18.6,17.4,16.3,15.1,16.072,
"4.9. ЧИСЛО ПРОФЕССИОНАЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ПОДГОТОВКУ КВАЛИФИЦИРОВАННЫХ РАБОЧИХ, СЛУЖАЩИХ в 2000-2015 гг. ;2) (на конец года)",110.0,109.0,109.0,109.0,108.0,106.0,106.0,97,74,53,49,45,32,14,12,11,,,,
"4.10. ЧИСЛО ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ СРЕДНЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ  (на начало учебного года)",68,67,70,71,68,77,76,72,84,76,100,100,100,92,99,105,102,101,91,
